sentence_id,source_file,tokens,text,matched_keywords,primary_keyword,cluster,cluster_label_auto
360,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['bien', 'plus', 'jusqu', 'moment', 'son', 'départ', 'goun', 'diourou', 'lamine', 'recherchait', 'occasions', 'agréable', 'ainsi', 'fit', 'ramener', 'kayes', 'plusieurs', 'reprises', 'tirailleurs', 'déserteurs', 'étaient', 'réfugiés', 'dans', 'son', 'village']",bien plus jusqu moment son départ goun diourou lamine recherchait occasions agréable ainsi fit ramener kayes plusieurs reprises tirailleurs déserteurs étaient réfugiés dans son village,['Lamine'],Lamine,2,dans / ces / leur
361,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['fin', 'mois', 'novembre', 'peu', 'temps', 'après', 'son', 'arrivée', 'dans', 'haut', 'sénégal', 'colonel', 'frey', 'manda', 'auprès', 'lui', 'mahmadou', 'lamine', 'pour', 'sonder', 'sur', 'ses', 'dispositions', 'notre', 'égard']",fin mois novembre peu temps après son arrivée dans haut sénégal colonel frey manda auprès lui mahmadou lamine pour sonder sur ses dispositions notre égard,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
362,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lamine', 'rendit', 'sans', 'escorte', 'sans', 'suite', 'chez', 'commandant', 'supérieur']",lamine rendit sans escorte sans suite chez commandant supérieur,['Lamine'],Lamine,1,lamine / mahmadou lamine / mahmadou
363,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['eut', 'lieu', 'long', 'entre', 'tien', 'présence', 'plusieurs', 'officiers', 'frère', 'sambala', 'conviés', 'entrevue']",eut lieu long entre tien présence plusieurs officiers frère sambala conviés entrevue,[],,3,était / pour / lui
364,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lamine', 'éleva', 'avec', 'indignation', 'contre', 'bruits', 'malveillants', 'disait', 'fait', 'courir', 'sur', 'son', 'compte', 'étaient', 'œuvre', 'ennemis', 'voulaient', 'perdre', 'dans', 'esprit', 'français']",lamine éleva avec indignation contre bruits malveillants disait fait courir sur son compte étaient œuvre ennemis voulaient perdre dans esprit français,['Lamine'],Lamine,0,avec / lui / ses
365,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['fit', 'belles', 'protestations', 'soumission', 'dévoue', 'ment']",fit belles protestations soumission dévoue ment,[],,3,était / pour / lui
366,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['aimait', 'disait', 'français', 'longue', 'date', 'connaissait', 'leur', 'puissance', 'était', 'pas', 'assez', 'insensé', 'pour', 'entrer', 'jamais', 'lutte', 'contre', 'leur', 'auto', 'rité']",aimait disait français longue date connaissait leur puissance était pas assez insensé pour entrer jamais lutte contre leur auto rité,[],,2,dans / ces / leur
367,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['nia', 'point', 'conservât', 'fond', 'cœur', 'profond', 'ressentiment', 'contre', 'gamon', 'contre', 'plusieurs', 'comptoirs', 'gambie', 'anglaise', 'dans', 'lesquels', 'reçu', 'mauvais', 'traitements', 'lors', 'captivité', 'promit', 'rien', 'entreprendre', 'rien', 'tenter', 'contre', 'ces', 'villages', 'sans', 'notre', 'autorisation']",nia point conservât fond cœur profond ressentiment contre gamon contre plusieurs comptoirs gambie anglaise dans lesquels reçu mauvais traitements lors captivité promit rien entreprendre rien tenter contre ces villages sans notre autorisation,[],,2,dans / ces / leur
368,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['concerne', 'ahmadou', 'scheikou', 'lamine', 'avoua', 'son', 'ambition', 'était', 'voir', 'lui', 'déclarer', 'guerre', 'pour', 'combattre', 'nos', 'côtés']",concerne ahmadou scheikou lamine avoua son ambition était voir lui déclarer guerre pour combattre nos côtés,"['Lamine', 'Ahmadou']",Lamine,3,était / pour / lui
369,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lorsque', 'colonel', 'frey', 'lui', 'fit', 'part', 'espoir', 'faire', 'paix', 'avec', 'sultan', 'ségou', 'avec', 'lequel', 'pendant', 'précédent', 'séjour', 'séné', 'gal', 'cet', 'officier', 'entretenu', 'bonnes', 'relations', 'arriver', 'même', 'faire', 'signer', 'ahmadou', 'traité', 'sur', 'bases', 'durables', 'lamine', 'répondit', 'connaissance', 'approfondie', 'sentiments', 'caractère', 'ahmadou', 'lui', 'permettait', 'affirmer', 'signât', 'pareil', 'traité', 'celui', 'hésiterait', 'pas', 'déchirer', 'jour', 'sentirait', 'assez', 'puis', 'sant', 'pour', 'rejeter', 'hors', 'son', 'territoire', 'enfin', 'rien', 'égalait', 'violence', 'haine', 'sultan', 'ségou', 'vouée', 'aux', 'français']",lorsque colonel frey lui fit part espoir faire paix avec sultan ségou avec lequel pendant précédent séjour séné gal cet officier entretenu bonnes relations arriver même faire signer ahmadou traité sur bases durables lamine répondit connaissance approfondie sentiments caractère ahmadou lui permettait affirmer signât pareil traité celui hésiterait pas déchirer jour sentirait assez puis sant pour rejeter hors son territoire enfin rien égalait violence haine sultan ségou vouée aux français,"['Lamine', 'Ahmadou']",Lamine,0,avec / lui / ses
370,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['protestations', 'lamine', 'étaient', 'sin', 'cères']",protestations lamine étaient sin cères,['Lamine'],Lamine,1,lamine / mahmadou lamine / mahmadou
371,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['était', 'permis', 'croire', 'tout', 'cas', 'marabout', 'était', 'pas', 'craindre', 'pour', 'présent']",était permis croire tout cas marabout était pas craindre pour présent,[],,3,était / pour / lui
372,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['pouvait', 'contraire', 'bruits', 'attaque', 'part', 'ahmadou', 'confirmaient', 'pour', 'allié', 'utile']",pouvait contraire bruits attaque part ahmadou confirmaient pour allié utile,['Ahmadou'],Ahmadou,3,était / pour / lui
373,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lamine', 'demanda', 'autorisation', 'rendre', 'dans', 'guoye', 'trouvait', 'partie', 'famille']",lamine demanda autorisation rendre dans guoye trouvait partie famille,['Lamine'],Lamine,1,lamine / mahmadou lamine / mahmadou
374,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['colonel', 'lui', 'répondit', 'était', 'libre', 'voyager', 'même', 'titre', 'autres', 'indigènes', 'dire', 'devait', 'emmener', 'avec', 'lui', 'suite', 'nombreuse', 'serviteurs', 'escorte', 'hommes', 'armes']",colonel lui répondit était libre voyager même titre autres indigènes dire devait emmener avec lui suite nombreuse serviteurs escorte hommes armes,[],,0,avec / lui / ses
375,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['mine', 'promit', 'soumettre', 'loi', 'commune', 'ajouta', 'premier', 'appel', 'lui', 'serait', 'fait', 'cas', 'rapports', 'malveillants', 'seraient', 'adressés', 'sur', 'son', 'compte', 'viendrait', 'aussitôt', 'disculper', 'lui', 'même', 'ces', 'accusations', 'mensongères']",mine promit soumettre loi commune ajouta premier appel lui serait fait cas rapports malveillants seraient adressés sur son compte viendrait aussitôt disculper lui même ces accusations mensongères,[],,3,était / pour / lui
376,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['dans', 'premiers', 'jours', 'décembre', 'mara', 'bout', 'partit', 'pour', 'dramané', 'puis', 'rendit', 'bakel', 'laissant', 'goundiourou', 'comme', 'gage', 'ses', 'intentions', 'pacifiques', 'ses', 'femmes', 'ses', 'enfants', 'ses', 'captifs']",dans premiers jours décembre mara bout partit pour dramané puis rendit bakel laissant goundiourou comme gage ses intentions pacifiques ses femmes ses enfants ses captifs,[],,2,dans / ces / leur
377,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['dispositions', 'furent', 'prises', 'pour', 'surveiller', 'près', 'faits', 'gestes', 'marabout']",dispositions furent prises pour surveiller près faits gestes marabout,[],,2,dans / ces / leur
378,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['son', 'passage', 'bakel', 'lamine', 'fit', 'visite', 'commandant', 'poste', 'lui', 'renouvela', 'ses', 'protes', 'tations', 'dévouement']",son passage bakel lamine fit visite commandant poste lui renouvela ses protes tations dévouement,['Lamine'],Lamine,1,lamine / mahmadou lamine / mahmadou
379,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['sur', 'ces', 'entrefaites', 'décembre', 'boubakar', 'saada', 'almamy', 'boundou', 'vint', 'mourir']",sur ces entrefaites décembre boubakar saada almamy boundou vint mourir,[],,2,dans / ces / leur
380,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['était', 'vieil', 'allié', 'français', 'peu', 'aimé', 'vrai', 'ses', 'sujets', 'accablés', 'impôts', 'grâce', 'ferme', 'habile', 'politique', 'maintenir', 'intacte', 'son', 'autorité', 'assurer', 'pendant', 'longues', 'années', 'tranquillité', 'dans', 'ses', 'états']",était vieil allié français peu aimé vrai ses sujets accablés impôts grâce ferme habile politique maintenir intacte son autorité assurer pendant longues années tranquillité dans ses états,[],,3,était / pour / lui
381,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['cette', 'mort', 'marque', 'origine', 'agitation', 'mahmadou', 'lamine', 'dans', 'pays']",cette mort marque origine agitation mahmadou lamine dans pays,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
382,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['après', 'règles', 'usage', 'dans', 'plupart', 'états', 'afrique', 'transmission', 'pouvoir', 'lieu', 'ligne', 'collatérale', 'toujours', 'frère', 'aîné', 'succède']",après règles usage dans plupart états afrique transmission pouvoir lieu ligne collatérale toujours frère aîné succède,[],,2,dans / ces / leur
383,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['point', 'digne', 'remarque', 'constater', 'cette', 'disposition', 'semble', 'pour', 'but', 'amener', 'sur', 'trône', 'homme', 'déjà', 'âgé', 'mûri', 'par', 'expérience', 'assurer', 'sans', 'coup', 'cette', 'transmission', 'cause', 'fréquente', 'dis', 'sensions', 'luttes', 'intestines', 'dans', 'ces', 'états']",point digne remarque constater cette disposition semble pour but amener sur trône homme déjà âgé mûri par expérience assurer sans coup cette transmission cause fréquente dis sensions luttes intestines dans ces états,[],,5,par / plus / hadj
384,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['pour', 'soustraire', 'cette', 'loi', 'hadj', 'omar', 'laissant', 'ségou', 'son', 'fils', 'aîné', 'ahma', 'dou', 'après', 'fait', 'reconnaître', 'pour', 'son', 'succes', 'seur', 'par', 'ses', 'fidèles', 'alla', 'mourir', 'dans', 'lutte', 'soutint', 'contre', 'ses', 'frères', 'chef', 'macina', 'puissance', 'lui', 'portait', 'ombrage']",pour soustraire cette loi hadj omar laissant ségou son fils aîné ahma dou après fait reconnaître pour son succes seur par ses fidèles alla mourir dans lutte soutint contre ses frères chef macina puissance lui portait ombrage,['Hadj'],Hadj,5,par / plus / hadj
385,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ahmadou', 'scheikou', 'son', 'côté', 'passé', 'plus', 'grande', 'partie', 'son', 'existence', 'lutter', 'contre', 'ses', 'frères', 'cherchant', 'débarrasser', 'eux', 'par', 'tous', 'moyens', 'pour', 'éviter', 'mort', 'compétiteurs', 'son', 'fils', 'occasionde', 'succession']",ahmadou scheikou son côté passé plus grande partie son existence lutter contre ses frères cherchant débarrasser eux par tous moyens pour éviter mort compétiteurs son fils occasionde succession,['Ahmadou'],Ahmadou,5,par / plus / hadj
386,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['comme', 'lefit', 'hadj', 'omar', 'ahmadou', 'laissant', 'ségou', 'son', 'fils', 'aîné', 'mad', 'hani', 'présenta', 'tous', 'comme', 'son', 'successeur', 'entrepris', 'campagne', 'kaarta', 'dans', 'laquelle', 'déjà', 'fait', 'succomber', 'sous', 'ses', 'coups', 'montaga', 'daah', 'deux', 'ses', 'frères']",comme lefit hadj omar ahmadou laissant ségou son fils aîné mad hani présenta tous comme son successeur entrepris campagne kaarta dans laquelle déjà fait succomber sous ses coups montaga daah deux ses frères,"['Hadj', 'Ahmadou']",Hadj,5,par / plus / hadj
387,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['samory', 'mêmes', 'préoccupations', 'vis', 'vis', 'son', 'successeur']",samory mêmes préoccupations vis vis son successeur,[],,3,était / pour / lui
388,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['déclare', 'toute', 'occasion', 'fondateur', 'empire', 'lui', 'appartient', 'faire', 'choix', 'mode', 'succession', 'établir']",déclare toute occasion fondateur empire lui appartient faire choix mode succession établir,[],,3,était / pour / lui
389,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['dès', 'devina', 'intentions', 'marabout', 'voulut', 'organiser', 'résistance']",dès devina intentions marabout voulut organiser résistance,[],,3,était / pour / lui
390,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['mahmadou', 'lamine', 'sentant', 'tout', 'parti', 'pouvait', 'tirer', 'inaction', 'ousman', 'gassi', 'manque', 'cohésion', 'forces', 'boundou', 'projeta', 'eût', 'jamais', 'osé', 'tenter', 'vivant', 'bou', 'bakar', 'saada']",mahmadou lamine sentant tout parti pouvait tirer inaction ousman gassi manque cohésion forces boundou projeta eût jamais osé tenter vivant bou bakar saada,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
391,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['reprenant', 'son', 'projet', 'lui', 'était', 'cher', 'aller', 'infliger', 'châtiment', 'aux', 'habitants', 'gamon', 'entra', 'pourparlers', 'avec', 'omar', 'penda', 'lui', 'deman', 'dant', 'son', 'concours', 'pour', 'marchercontre', 'village', 'tout', 'moins', 'autorisation', 'passer', 'travers', 'ses', 'états']",reprenant son projet lui était cher aller infliger châtiment aux habitants gamon entra pourparlers avec omar penda lui deman dant son concours pour marchercontre village tout moins autorisation passer travers ses états,[],,3,était / pour / lui
392,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['auparavant', 'lamine', 'était', 'établi', 'balou', 'auconfluent', 'dusénégaletdelafalémé', 'envoyé', 'émissaires', 'dans', 'tous', 'pays', 'sar', 'rakholais', 'aussi', 'bien', 'dans', 'provinces', 'voisines', 'lebambouk', 'khasso', 'logo', 'etc']",auparavant lamine était établi balou auconfluent dusénégaletdelafalémé envoyé émissaires dans tous pays sar rakholais aussi bien dans provinces voisines lebambouk khasso logo etc,['Lamine'],Lamine,2,dans / ces / leur
393,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['invitant', 'populations', 'venir', 'rejoindre', 'masse', 'pour', 'conduire', 'pillage', 'gamon', 'aussi', 'leur', 'disait', 'riches', 'comptoirs', 'anglais', 'haute', 'gam', 'bie']",invitant populations venir rejoindre masse pour conduire pillage gamon aussi leur disait riches comptoirs anglais haute gam bie,[],,2,dans / ces / leur
394,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lamine', 'savait', 'adressant', 'passion', 'favorite', 'noir', 'amour', 'brigandage', 'appât', 'butin', 'manquerait', 'pas', 'partisans']",lamine savait adressant passion favorite noir amour brigandage appât butin manquerait pas partisans,['Lamine'],Lamine,1,lamine / mahmadou lamine / mahmadou
395,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['effet', 'toutes', 'parts', 'accoururent', 'foule', 'balou', 'tout', 'ces', 'provinces', 'recélaient', 'pillards']",effet toutes parts accoururent foule balou tout ces provinces recélaient pillards,[],,2,dans / ces / leur
396,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['même', 'partie', 'jeune', 'population', 'sarrakholaise', 'intel', 'ligente', 'légère', 'vaine', 'exaltée', 'par', 'pré', 'dications', 'marabouts', 'pour', 'lesquels', 'guerre', 'aux', 'infidèles', 'était', 'également', 'synonyme', 'pillage', 'vint', 'enrôler', 'sous', 'ses', 'ordres']",même partie jeune population sarrakholaise intel ligente légère vaine exaltée par pré dications marabouts pour lesquels guerre aux infidèles était également synonyme pillage vint enrôler sous ses ordres,[],,3,était / pour / lui
397,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['voyant', 'tête', 'plusieurs', 'milliers', 'hommes', 'lamine', 'conçoit', 'possibilité', 'substituer', 'omar', 'penda', 'sur', 'son', 'trône', 'chancelant', 'aussitôt', 'précipite', 'événements']",voyant tête plusieurs milliers hommes lamine conçoit possibilité substituer omar penda sur son trône chancelant aussitôt précipite événements,['Lamine'],Lamine,3,était / pour / lui
398,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['almamy', 'ayant', 'sur', 'notre', 'instigation', 'rejeté', 'demande', 'marabout', 'celui', 'avança', 'avec', 'ses', 'bandes', 'marchant', 'comme', 'dit', 'sur', 'terrain', 'dieu', 'vint', 'camper', 'sous', 'murs', 'dianweli']",almamy ayant sur notre instigation rejeté demande marabout celui avança avec ses bandes marchant comme dit sur terrain dieu vint camper sous murs dianweli,[],,0,avec / lui / ses
